age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,sleep_deficit,digital_overload,night_risk,mental_pressure,isolation_score,addiction_impact,lifestyle_imbalance
14,0,6.472403126090287,0,5.13422338003344,1.186844676006688,3.6192087267953186,1.0618202539431527,0,9,7,7,2.86577661996656,7.659247802096975,3.3520970367785985,17,0.0,9.045994789849523,6.5974275481538225
17,0,6.321949031637398,2,4.807316343879132,1.1897571185692142,2.9013667142226236,1.2926836561208674,1,8,9,3,3.1926836561208676,7.511706150206612,3.803564607481919,18,7.633157458600214,3.5692713557076425,6.2190224940857455
16,0,7.093401820959278,2,5.064467273653093,0.8297458168856701,2.5979286170893503,1.0355327263469072,1,8,9,3,2.9355327263469073,7.923147637844949,2.5229529772075976,17,12.31330438048629,2.48923745065701,6.887614911498042
19,0,7.645367858353525,0,4.236421427764317,2.3814714334141,2.487729279338102,1.6725250028248917,2,8,8,4,3.763578572235683,10.026839291767626,8.998601448103535,16,20.053678583535252,9.780835728006616,8.354314288942733
16,0,5.660655142994758,0,4.442389183575173,0.9969556734300693,3.0256685262809397,1.2847783671503463,0,8,8,9,3.557610816424827,6.657610816424827,3.521803457101573,16,3.5550292666626118,9.505857264736004,5.3728324492744814
15,0,7.707474593529153,0,5.602491531176384,1.5437711720590392,2.8525652947935094,0.19750846882361567,0,8,7,6,2.3975084688236157,9.251245765588193,3.7261889396182983,16,0.0,11.22916073794536,9.053737296764577
14,1,5.797445250582603,1,4.332481750194201,2.5416869442286654,3.7331711277303063,0.9808191390399341,1,8,7,3,3.6675182498057994,8.339132194811269,9.494111932142234,16,8.339132194811269,7.625060832685996,7.358313055771334
16,0,7.43011541468391,2,5.46988458531609,1.9505770734195478,2.524511932359215,0.3301154146839096,0,7,9,8,2.5301154146839093,9.380692488103458,4.945708137321861,16,2.951310639023137,16.16988458531609,9.050577073419548
14,0,6.145355091553659,0,5.022040034877585,1.3817850305178865,3.0560474324246805,1.1961749346045292,0,8,8,9,2.9779599651224156,7.527140122071546,3.980218537929373,17,0.0,13.093260226704299,6.330965187467017
16,0,7.4781976892505915,2,5.421802310749409,2.1909884462529567,3.1543897291827467,0.3781976892505914,0,7,9,7,2.578197689250591,9.66918613550355,5.657325800908751,16,7.663373546557953,16.121802310749406,9.290988446252957
18,0,7.522527083884665,1,4.483956665784537,2.1740650013231955,2.7146714567344725,1.5515379174385306,2,8,8,4,3.5160433342154636,9.696592085207861,7.86390767292979,16,19.393184170415722,8.696260005292782,8.14505416776933
18,0,6.704807245812702,2,4.626511180365984,1.8361256719913899,3.1124036229063514,1.5313184261786872,0,9,10,3,3.3734888196340154,8.540932917804094,6.274626435530683,19,3.1627795091496136,5.50837701597417,7.009614491625406
14,0,7.8,1,5.260317136662401,0.6719590744629296,2.485345263906663,0.8925933477877313,1,8,9,3,2.7396828633375994,8.47195907446293,1.8857186550575884,17,15.674066522122688,2.0158772233887885,7.579365726675199
16,0,7.409942769876362,2,5.4900572301236386,1.8497138493818073,2.2602502853803346,0.30994276987636143,0,7,9,8,2.5099427698763614,9.25965661925817,4.647152994170149,16,0.9743914478834199,16.19005723012364,8.949713849381807
14,0,7.336832786414481,1,4.938244371521931,1.6147331145657926,3.3662064260223716,1.4382443715219309,1,8,10,3,3.0617556284780694,8.951565900980274,4.918306097871061,18,8.951565900980274,4.844199343697378,7.513321529458343
14,0,7.3584080717772595,0,4.2,2.5316816143554517,2.5074327354004664,1.6633632287109037,2,9,9,3,3.8,9.890089686132711,9.620390134550716,18,19.780179372265422,8.418766816308104,8.226726457421806
15,0,7.37096644963533,1,4.117741612408833,2.1887080620441632,2.751131196860822,0.6483825737236566,2,9,9,1,3.882258387591168,9.559674511679495,8.489833249709271,19,19.11934902335899,3.5725538299331063,8.911291937955838
18,0,7.4351691606724595,1,4.623729342924065,1.9644059856139027,2.9680094340498675,1.4292368249414433,2,8,8,4,3.376270657075935,9.399575146286363,6.871521665239139,16,18.799150292572726,7.857623942455611,7.970338321344919
16,0,6.604087085443932,1,5.522581642603686,0.7664510144377886,3.4447104155267274,0.4630108856804914,0,9,7,10,2.4774183573963144,7.37053809988172,2.102319767857607,17,0.0,7.664510144377886,6.907527214201228
17,0,6.448281678159906,1,4.996945205617609,0.7505727739466983,3.027632534353647,0.6505727739466983,0,8,8,9,3.0030547943823906,7.198854452106604,2.3740094176268878,16,3.4631738007740607,7.0540094176268875,6.548281678159905
17,0,6.433587699957855,0,4.307480639865136,1.066412300042145,2.745160137918239,0.313435079983142,0,10,8,4,3.6925193601348636,7.5,3.987878356241069,18,0.0,4.507480639865136,7.186564920016858
15,0,5.3,1,4.462099235211076,1.3379007647889245,3.0019828203515653,0.907872132041533,0,8,7,10,3.5379007647889247,6.637900764788925,4.771923670986838,15,0.0,13.379007647889246,5.730028632747391
15,0,7.44721138337788,0,5.750253510602011,0.9482254257859234,3.595278861662212,0.30101404240804375,0,9,7,7,2.2497464893979893,8.395436809163803,2.1507663729464173,17,0.0,6.248732446989945,8.09442276675576
13,0,7.22797974183677,0,4.172020258163229,2.3880810326529183,2.7115554320408948,1.2642430979587551,2,10,9,2,3.8279797418367703,9.616060774489688,9.133465381938308,19,19.232121548979375,5.9890939408143975,8.351817676530933
17,0,6.459868095193011,1,4.821315746025735,1.2639472380772045,2.980341961884925,1.321315746025735,1,8,10,3,3.1786842539742652,7.723815333270216,4.006262819000732,18,7.723815333270216,3.7918417142316136,6.402499587244481
15,0,7.775970338143281,0,5.4899721920093265,1.2719962922679102,3.4195840567520137,0.1280037077320898,0,9,7,4,2.5100278079906735,9.047966630411192,3.156622061005934,16,0.0,6.205961068813057,8.919962922679103
15,0,7.64178971841923,2,5.220894859209615,0.7373154223711548,2.67069945750404,0.8791051407903849,2,8,8,3,2.779105140790385,8.379105140790385,2.1014988375086565,16,16.75821028158077,2.581103590801927,7.500000000000001
14,0,5.3,0,4.593400642651647,1.2065993573483529,3.376191831557194,1.4002524099436768,0,9,7,10,3.4065993573483526,6.506599357348353,4.141676915272094,16,0.0,12.065993573483528,5.106346947404677
17,0,7.373218457845907,0,4.319655373537719,1.5874707950786564,3.5362879663977465,0.9125292049213437,2,9,7,3,3.680344626462281,8.960689252924563,5.883618577853953,17,17.921378505849127,5.687704434449406,8.04816004800322
16,0,6.774634669719202,0,5.398830943101443,0.7253653302807989,3.4067912592552503,0.44985386788768045,0,10,8,8,2.6011690568985566,7.5,2.0370896892061694,18,0.0,5.598830943101444,7.05014613211232
16,0,7.412956901371916,0,5.149647095036172,1.2266196126714897,3.224464334487405,0.1733803873285105,0,9,7,4,2.8503529049638283,8.639576514043405,3.426613304604637,17,0.0,5.72950593305064,8.466196126714896
16,0,6.090838160221234,1,5.041410775207407,1.0551535348755556,3.088643973653481,0.3988547700276543,0,8,7,10,2.9585892247925933,7.145991695096789,3.4592216139151124,15,0.0,10.551535348755557,6.747136925069135
16,0,7.5732943781794,0,5.187953253815281,1.7267056218205994,3.420522425890232,0.782728994912959,0,9,8,4,2.812046746184719,9.3,5.149130446412233,17,0.0,6.670682248728239,8.517271005087043
13,0,7.321917659496125,1,4.702864177906977,0.7647572147286816,2.872764601531008,1.724781837403103,0,10,9,1,3.2971358220930225,8.086674874224807,2.554072491434106,19,0.0,1.2990042362403056,6.361893036821703
19,0,7.578685549535293,0,4.280876300309805,2.1147421981411707,2.838922772447458,1.516932948915683,2,8,8,4,3.719123699690195,9.693427747676465,7.9227935325027214,16,19.38685549535293,9.025102894733317,8.176494798760782
16,0,6.533458203302833,1,5.456367065596406,0.8061797606421566,3.3957116285413402,0.4541822754128541,0,9,7,10,2.543632934403594,7.339637963944989,2.2890448750181362,17,0.0,8.061797606421566,6.885455688532136
15,0,7.364239665505757,0,5.757796394044931,0.8954252416854811,3.6035760334494245,0.33118557617972505,0,9,7,7,2.2422036059550687,8.259664907191237,2.0248002194496477,17,0.0,6.211018029775344,7.928479331011513
16,0,6.830807064841874,1,4.870774275312249,1.4123228259367497,3.1435551085304247,1.3707742753122498,1,8,10,3,3.12922572468775,8.243129890778624,4.392039347435549,18,8.243129890778624,4.236968477810249,6.872355615466374
17,0,6.362059234030169,2,4.82068641134339,1.1710390241192543,2.8855900346148005,1.2793135886566103,1,8,9,3,3.1793135886566106,7.5330982581494235,3.736981671509919,18,7.8764926864496925,3.5131170723577627,6.253784669492814
15,0,7.523443618981555,2,5.207814539660518,0.6290596444752743,2.4287788432005883,0.8921854603394817,1,8,9,3,2.792185460339482,8.15250326345683,1.8090835924906186,17,14.922224621821435,1.8871789334258227,7.260317803117348
18,0,6.936764127595675,2,4.527101088173282,2.200629343364631,3.228382063797837,1.6638652157689569,0,9,10,3,3.4728989118267175,9.137393470960307,7.6696813959682695,19,0.677527204332059,6.601888030093893,7.47352825519135
15,0,7.0374084446787135,1,5.570985925535478,0.6229014074464521,3.480529584896254,0.8435211116967822,0,10,8,7,2.4290140744645217,7.660309852125165,1.53069294850736,18,0.0,4.786225405338036,6.8167887404283825
15,1,5.161424734818682,1,4.106824970535409,2.670325559827226,3.6958154066113535,0.8,1,8,7,3,3.893175029464591,7.831750294645908,10.408127209844313,16,7.831750294645908,8.379525088393772,7.031750294645908
15,0,7.283707899070303,1,4.246628908367273,1.9859552934921205,2.997078387251637,0.5140447065078795,2,9,9,1,3.7533710916327268,9.269663192562424,7.539945172905089,19,18.53932638512485,2.670223532539397,8.755618486054544
15,0,6.880912735992968,0,4.462316037814346,0.9251226414571027,2.780554481162166,1.043228773807314,0,10,9,2,3.5376839621856537,7.80603537745007,3.331844811066947,19,0.0,2.7823844334781995,6.7628066036427565
14,0,5.35914042589566,0,4.657756838645957,1.0831027354583829,3.572702370160731,1.7155136772919142,0,9,8,9,3.342243161354043,6.442243161354043,3.612257872231302,17,0.5829556266857931,10.754989664146551,4.72672948406213
16,0,7.039233569439047,1,5.716459858336572,0.9341605666537132,3.2267299489052963,0.4443065722243811,0,9,8,9,2.2835401416634284,7.973394136092761,2.2055255016323403,17,0.0,8.840364816556562,7.529087563868379
16,0,6.276647467212732,1,5.215607000511936,0.9506357996928382,3.2175491803788328,0.42208093340159153,0,8,7,10,2.784392999488064,7.22728326690557,2.96798825855634,16,0.0,9.506357996928383,6.805202333503979
18,0,7.674653398528883,1,4.240554562353788,2.539168156469319,2.27350514426624,1.7645147579404359,2,8,8,4,3.759445437646212,10.213821554998201,9.592062607288108,16,20.427643109996403,10.156672625877276,8.449306797057766
15,0,7.563685689642741,0,5.739664937305205,1.022345438863562,3.583631431035726,0.2586597492208217,0,9,7,6,2.2603350626947947,8.586031128506303,2.327595547003069,16,0.0,6.3016753134739725,8.32737137928548
18,0,6.304591306346037,1,4.77245216192378,1.1954086936539632,2.8994399954041157,1.254086936539633,0,9,9,3,3.2275478380762204,7.5,3.8556104415765247,19,7.155652024047248,3.6367304507682934,6.2459130634603675
16,0,7.332499361289397,1,5.540500383226362,1.6379984670945518,2.3352019416802343,0.3270002554842414,0,7,8,9,2.459499616773638,8.97049782838395,4.070695937800562,16,0.0,14.822986970303688,8.643497572899706
18,0,6.638628459352689,2,4.654873517420276,1.732130436125654,3.0793142296763443,1.4935019767729651,0,9,10,3,3.345126482579724,8.370758895478343,5.876608305535457,19,3.871837935506904,5.1963913083769615,6.8772569187053785
14,0,5.866813567023609,0,4.915928977913756,1.2889378556745366,3.261637605292098,1.3951331664117077,0,9,8,9,3.0840710220862437,7.155751422698146,3.8648227634812096,17,0.0,12.403538356439412,5.760618256286438
16,0,7.4460157221091805,2,5.45398427789082,2.030078610545903,2.7328059596302667,0.34601572210918063,0,7,9,8,2.5460157221091806,9.476094332655085,5.181032687215873,16,4.509540766699705,16.153984277890817,9.130078610545903
16,0,5.559222204626535,1,4.543020816837377,1.3541875098975737,2.719835404459659,0.33240277557831693,0,7,7,10,3.4569791831626233,6.913409714524109,4.864681296518597,14,0.0,13.541875098975739,6.581006938945793
16,0,5.648634747317905,2,4.474317373658952,1.6267762717519654,2.682623305720961,0.31584703396899566,0,7,7,9,3.5256826263410477,7.275411019069869,5.6181422460666814,14,1.5530093289615756,15.174317373658951,6.959563985100875
13,0,7.569611773971836,1,4.969281569862911,1.7078447095887344,3.468629180547608,1.4692815698629114,1,8,10,3,3.0307184301370884,9.27745648356057,5.16039624493071,18,9.27745648356057,5.123534128766203,7.808174913697659
18,0,6.382094525089392,0,4.2,1.0910472625446959,2.6679138044353397,0.32238184363826056,0,9,9,4,3.8,7.473141787634088,4.145979597669844,18,0.30886944220799517,4.565625642923129,7.150759943995827
16,0,6.9154672140883235,1,5.598926216851793,0.8629426395015015,3.589677865055538,0.6856065690598835,0,9,8,8,2.4010737831482074,7.778409853589825,2.36094350814418,18,0.0,6.139204926794912,7.092803284529942
18,0,6.565001173642514,1,4.652000938914012,1.4273344287330128,2.7979674725678594,0.6493330203619964,1,7,9,8,3.3479990610859884,7.992335602375528,4.384268669683223,16,7.992335602375528,11.113339592760074,7.343002582013531
16,0,7.158779693920591,0,4.911355963050554,1.194847461740074,3.087844085482318,0.20515253825992608,0,9,8,4,3.0886440369494457,8.353627155660666,3.61565760264656,17,0.0,5.3958983482707765,8.14847461740074
16,0,7.40663023922654,2,5.10331511961327,1.0900546411601901,3.19196963638117,0.9966848803867301,2,8,8,3,2.89668488038673,8.49668488038673,3.218506363673935,16,16.99336976077346,4.188026698618644,7.5
18,0,6.610924096680532,0,4.3054620483402655,1.5218481933610626,2.883893293457847,0.7921562255879063,0,9,9,3,3.694537951659734,8.132772290041594,5.540460423589426,19,0.0,5.278850402835547,7.3406160644536875
15,1,7.293603224696624,2,4.676161934817975,1.3604696809708035,3.0544777427123635,1.8761619348179743,0,9,9,1,3.323838065182026,8.654072905667427,4.638330529025231,19,0.0,3.2593200137618634,6.777910970849453
18,0,6.281970219875581,0,4.2,1.0409851099377907,2.6003298984160175,0.4475372251555235,0,9,9,5,3.8,7.322955329813372,3.955743417763604,18,2.036013707146224,5.491775466150874,6.875418104657848
14,1,6.1846276426759825,1,4.46154254755866,2.3982860582681544,3.701622932818994,1.0811997592122917,1,8,8,3,3.5384574524413392,8.582913700944136,8.702539041640215,16,8.582913700944136,7.194858174804463,7.501713941731845
16,1,7.229840756380566,2,4.637904453828339,1.56450957958219,3.0991114705336043,1.8379044538283393,0,9,9,2,3.362095546171661,8.794350335962756,5.379250410857828,19,0.0,4.049974620880986,6.956445882134417
17,0,7.2,1,4.9392532717043025,1.4835267514065842,3.5740665896303776,1.137966705184811,2,8,8,3,3.0607467282956975,8.683526751406584,4.602447074958996,16,17.367053502813167,5.744273479702281,7.545560046221773
17,0,7.207776534407896,1,4.930011190328939,1.45443574085527,3.5893430316184136,1.04556425914473,2,8,8,3,3.0699888096710612,8.662212275263165,4.510283722875038,16,17.32442455052633,5.32782129572365,7.616648016118436
17,0,7.200233939062578,1,4.9978945484368,1.4016375734380446,3.648175275311893,1.0983624265619554,2,8,8,3,3.0021054515632004,8.601871512500622,4.209334168596855,16,17.203743025001245,5.591812132809776,7.503509085938667
13,0,7.216150305896457,0,4.2,2.5032300611792913,2.635464724693189,1.6064601223585828,2,9,9,3,3.8,9.719380367075747,9.512274232481307,18,19.438760734151494,7.59367177419945,8.112920244717165
15,0,7.991593890306584,0,5.692119272162423,1.298949236288323,3.535481716039789,0.10105076371167698,0,9,7,4,2.3078807278375773,9.290543126594908,2.996252044084478,16,0.0,6.488966981027391,9.18949236288323
13,0,7.22061874920275,0,4.22061874920275,2.3865968793848804,2.7664959329955314,1.5484531269931276,2,9,8,3,3.779381250797251,9.607215628587628,9.040201892778697,18,19.214431257175256,7.448453126993128,8.058762501594503
13,1,6.950589296614591,1,4.71686309887153,2.1145965568094107,3.6392112424980705,1.2797824102334123,1,8,9,3,3.28313690112847,9.065185853424001,7.136572993587948,17,9.065185853424001,6.343789670428232,7.785403443190589
14,0,5.3,0,4.622972100726704,1.1770278992732957,3.460470487071108,1.5111453777251418,0,9,7,10,3.3770278992732954,6.4770278992732955,3.9997339165118184,17,0.0,11.770278992732955,4.965882521548155
17,0,7.507580242847176,1,5.354518542916941,2.3113703642707644,3.393002494347506,0.4530616999302355,1,7,9,6,2.6454814570830587,9.818950607117943,6.12781473551994,16,10.20933311374753,15.88396307885547,9.365888907187706
15,0,7.279001355879186,1,4.288987797087329,1.9530094911542992,3.0337894241423524,0.5469905088457008,2,9,9,1,3.711012202912671,9.232010847033486,7.352154099579506,19,18.46402169406697,2.8349525442285035,8.685020338187783
16,0,6.757344557869537,1,4.997728302179333,2.4547198837771793,3.548303918644026,0.5237759070217438,1,7,8,5,3.0022716978206674,9.212064441646717,7.508632451718535,16,9.212064441646717,13.71731378983143,8.688288534624974
15,0,7.295739866517287,0,4.295739866517287,1.9734307341549262,3.1909302458226665,1.3606503337067848,2,9,8,3,3.7042601334827134,9.269170600672213,7.365000976664519,17,18.538341201344426,7.260650333706785,7.908520266965428
13,0,7.217341042372437,0,4.217341042372437,2.404624266951598,2.7479768894042675,1.5566473940689083,2,9,8,3,3.782658957627563,9.621965309324034,9.11329475509466,18,19.24393061864807,7.456647394068908,8.065317915255127
17,0,7.2,1,4.966536634403145,1.4460121276956766,3.6081707930039304,1.1209146034980348,2,8,8,3,3.0334633655968557,8.646012127695677,4.4216947970791685,16,17.292024255391354,5.679475493292532,7.525097524197641
18,0,7.375839241394568,0,4.327517724183704,1.569125310238023,3.56013709669057,0.9308746897619771,2,9,7,4,3.6724822758162956,8.94496455163259,5.801063896071103,16,17.88992910326518,5.81612282833384,8.014089861870614
14,0,7.8,1,5.191684815600278,0.9693657990654596,2.7713132683321726,1.0527354302660168,1,8,9,3,2.8083151843997216,8.76936579906546,2.8122549893962394,17,14.072645697339834,2.908097397196379,7.716630368799444
14,1,5.750603217045105,1,4.316867739015035,2.5590358455388498,3.736987886018547,0.9686749081228051,1,8,7,3,3.6831322609849653,8.309639062583955,9.589877867374451,16,8.309639062583955,7.677107536616548,7.34096415446115
18,0,6.3275896670726866,1,4.634461997563883,1.172410332927314,2.846543765732822,1.0241033292731385,0,9,9,3,3.365538002436117,7.5,3.9338048680471327,19,5.43077496954854,3.820717336581489,6.475896670726861
18,0,6.617661052126308,0,4.308830526063154,1.5353221042526157,2.8904056837220975,0.8078757882947184,0,9,9,3,3.691169473936846,8.152983156378923,5.583913786214685,19,0.0,5.306921050526283,7.345107368084205
18,0,6.029134799730018,1,4.223307839784015,0.9271924797480164,2.4300058958146122,0.7922307200719954,1,7,9,8,3.7766921602159855,6.956327279478035,3.46972339153923,16,6.956327279478035,8.255385598560094,6.1640965594060395
13,0,7.2,0,4.2773089498911805,2.3937001938996274,2.746636187363975,1.5516819063180125,2,9,8,3,3.72269105010882,9.593700193899627,8.987828206970931,18,19.187400387799254,7.3163912440084475,8.042018287581614
17,0,7.541334032353134,0,4.718001572794553,1.081998427205447,3.2641307819110583,0.9939994757351491,2,8,7,4,3.2819984272054468,8.623332459558583,3.7361935515423323,16,17.246664919117165,5.056657055144399,7.629332983823434
16,0,6.737507267397383,0,4.384094873125846,0.97727008458277,2.7505697013649075,0.8216021405232279,0,10,9,3,3.615905126874155,7.714777351980152,3.584759910226434,19,0.0,3.264748282390622,6.893175211456924
15,0,7.722606290011935,2,5.274202096670645,0.536117064661097,2.350441525928639,0.825797903329355,1,8,9,3,2.7257979033293553,8.258723354673032,1.478473558580188,17,16.13047815940574,1.608351193983291,7.432925451343678
16,0,7.466991746455004,2,5.433008253544997,2.1349587322750194,3.007591878560551,0.36699174645500393,0,7,9,7,2.566991746455004,9.601950478730025,5.491477847534057,16,6.565191152590384,16.133008253544993,9.23495873227502
17,0,6.422082718855051,0,4.270664700336161,1.07791728114495,2.7228404745787973,0.30883308754202005,0,10,8,4,3.7293352996638394,7.5,4.0536868481491135,18,0.0,4.470664700336161,7.19116691245798
13,0,7.241173624303007,0,4.158826375696993,2.3353055027879726,2.740581973466615,1.1059165083639173,2,10,9,2,3.841173624303007,9.576479127090979,8.960625521630611,19,19.152958254181957,5.2766242876376275,8.470562618727062
13,0,7.200129300086833,0,4.200129300086833,2.4992888495224186,2.6507305454906067,1.5996767497829176,2,9,8,3,3.799870699913167,9.69941814960925,9.497116608063624,18,19.3988362992185,7.4996767497829175,8.099741399826334
16,0,6.96629012784423,2,5.02209670928141,0.8890646070060257,2.647925883047936,1.07790329071859,1,8,9,3,2.97790329071859,7.855354734850256,2.7339583877785776,18,11.542160108921665,2.667193821018077,6.777451444131667
18,0,7.436605059040667,1,4.6214319055349335,1.9678521416976,2.9638453287820665,1.4312470826569335,2,8,8,4,3.3785680944650665,9.404457200738268,6.887833470701973,16,18.808914401476535,7.8714085667904,7.973210118081333
15,0,6.743004801338266,1,5.24971611479553,1.5810016004460887,2.6149250275836606,0.7692822847583813,0,7,8,9,2.75028388520447,8.324006401784356,4.227816274840139,16,0.0,14.573154746170944,7.554724117025974
16,0,5.384365805150525,1,4.287947742121354,1.4276864527281212,2.52433206475776,0.3602612893932322,0,7,7,9,3.712052257878647,6.812052257878646,5.293286907184831,14,0.8316057936266047,14.168394206373396,6.4517909684854144
15,0,6.8351497100623915,1,5.284818937166626,1.6117165700207972,2.546913309239663,0.7034644928125775,0,7,8,9,2.715181062833375,8.446866280083189,4.265990594168705,16,0.0,14.801323091583065,7.743401787270612
18,0,7.380740097221437,0,4.342220291664311,1.5348193194499413,3.604734884715076,0.9651806805500588,2,9,7,4,3.657779708335689,8.915559416671378,5.646686937524735,16,17.831118833342757,6.056264763850411,7.95037873612132
15,0,7.3115282021247285,0,4.134584606374185,2.019302585126901,2.9749066393350287,0.4806974148730991,2,9,9,1,3.865415393625815,9.33083078725163,7.826861633071055,19,18.66166157450326,2.6648819041116933,8.850133372378531
14,1,6.238759181272384,1,4.479586393757461,2.3782373402694876,3.697212214859287,1.0952338618113588,1,8,8,3,3.520413606242539,8.616996521541871,8.59187011828757,16,8.616996521541871,7.134712020808462,7.521762659730512
13,0,7.8,1,5.06139744861227,1.5339443893468268,3.3141772974488717,1.356739286571368,1,8,9,3,2.938602551387729,9.333944389346826,4.571134443734345,17,11.03260713428632,4.60183316804048,7.977205102775458
18,0,6.223519364436066,1,4.647038728872132,1.1235193644360661,2.7825322740601104,1.1725322740601103,1,8,9,4,3.352961271127868,7.347038728872132,3.7329271102104924,18,7.347038728872132,4.747209533459008,6.174506454812022
14,1,5.248183059545482,1,4.149394353181827,2.745117385353525,3.7779258247777756,0.8384178302525325,1,8,7,3,3.850605646818173,7.993300444899007,10.617047967151459,16,7.993300444899007,8.235352156060573,7.154882614646475
16,0,7.172428157481923,1,5.636543105510847,1.2538275779566126,2.821818401254957,0.39102873700723123,0,8,8,9,2.363456894489153,8.426255735438534,3.052643081585024,16,0.0,11.557534412631208,8.035226998431304
16,0,7.608973830428468,1,4.870191118464052,0.929808881535948,3.017245518936093,0.9432696271786494,2,8,8,3,3.129808881535948,8.538782711964416,3.1122164142973863,16,17.07756542392883,4.126609831608571,7.595513084785767
18,0,6.257818660250329,0,4.2,1.0289093301251646,2.584027595668972,0.47772667468708896,0,8,9,5,3.8,7.286727990375494,3.9098554544756245,17,2.452628110681827,5.715177392684458,6.809001315688405
16,0,7.4399330598227085,1,4.134983264955677,2.274916324778386,2.635612124796963,0.8897657093794807,2,9,9,2,3.865016735044323,9.714849384601095,8.781217177750944,18,19.42969876920219,5.003610991321207,8.825083675221615
17,1,6.3070752260311185,1,4.354121100217077,2.482348624728653,3.453289542212372,1.3717724754884246,0,9,8,3,3.6458788997829226,8.789423850759771,9.096681105942467,17,2.881108270712716,7.447045874185958,7.4176513752713475
13,1,6.613828423809488,1,4.604609474603162,2.239322805996486,3.666651017319227,1.19247403580246,1,8,8,3,3.3953905253968375,8.853151229805974,7.825061889100603,17,8.853151229805974,6.717968417989457,7.660677194003513
13,0,7.740530941922043,1,5.232955695459678,0.9886371303064518,3.2130689868217743,1.0859824206962359,0,9,8,2,2.767044304540322,8.729168072228495,2.6007964128830645,17,0.0,3.4901589262957016,7.643185651532259
18,0,6.353999342609312,0,4.2,1.0769996713046563,2.648949556261286,0.3575008217383595,0,9,9,4,3.8,7.4309990139139686,4.092598750957693,18,0.7935113399893607,4.82550608086386,7.0734981921756095
16,0,5.62881440715557,0,4.46513256631745,1.00605302652698,3.0834367184463236,1.3302651326349002,0,8,8,9,3.5348674336825496,6.63486743368255,3.531355677853329,17,3.241170584819189,9.637768884641211,5.30460230104765
19,0,7.567690351475552,0,4.288206432349632,2.070761405902206,2.8968308155620957,1.491277486776287,2,8,8,4,3.7117935676503673,9.638451757377759,7.745404337138897,16,19.276903514755517,8.90049065005625,8.147174270601472
16,0,5.58538253961822,1,4.383139814777295,2.152823280509039,3.4340528042799714,1.0022427248409254,1,9,8,3,3.6168601852227047,7.738205820127259,8.056243016252497,17,7.738205820127259,6.458469841527116,6.735963095286334
14,1,6.254445049529642,1,4.484815016509881,2.3724277594334655,3.695934107075362,1.099300568396574,1,8,8,3,3.515184983490119,8.626872808963109,8.559801232072731,16,8.626872808963109,7.1172832783003965,7.527572240566534
14,0,5.829262155617576,0,4.896023020599102,1.1392046041198205,3.652556777116126,1.466760864981526,0,9,7,9,3.1039769794008976,6.968466759737398,3.5045452668165744,17,0.0,10.11789640730404,5.5017058947558715
14,0,7.8,1,5.161520447114236,1.1000780625049762,2.896998137024015,1.1231189567334487,1,8,9,3,2.838479552885764,8.900078062504976,3.2194739639578103,17,13.368810432665514,3.3002341875149286,7.776959105771528
15,0,5.536841377443621,0,4.530827587540271,1.0323310350161083,3.2503020723522877,1.4616551750805415,0,8,8,9,3.469172412459729,6.5691724124597295,3.5589475867669136,17,2.334579291944264,10.01880000773357,5.107517237379188
13,0,7.8,1,5.078643269928042,1.4592124969784825,3.242319708633156,1.3164990368345675,1,8,9,3,2.9213567300719574,9.259212496978483,4.338315855971427,17,11.435009631654324,4.377637490935448,7.942713460143915
17,0,7.508067243951492,1,4.152016810987873,2.360084054939366,2.52148736638125,1.1282353538302246,2,8,9,2,3.847983189012127,9.86815129889086,9.069084105695056,18,19.73630259778172,6.4173953119934755,8.739915945060634
18,0,6.342681705665487,1,4.543909766007081,1.1573182943345135,2.8118320769693814,0.8731829433451357,0,9,9,3,3.4560902339929185,7.5,3.9851177992626536,19,4.298872075088518,3.9414536453238913,6.626817056654865
19,0,7.437000386641266,0,4.37533307557249,1.5480015465650605,3.58513129702267,1.1863342354962856,2,8,7,4,3.6246669244275096,8.985001933206327,5.636939571145744,16,17.970003866412654,7.419337715267671,7.798667697710041
15,1,7.291246957986054,2,4.674748174791632,1.3680097344446271,3.056127129409762,1.8747481747916324,0,9,9,1,3.3252518252083676,8.65925669243068,4.665710348202053,19,0.0,3.288537720972931,6.784508517639049
14,0,7.8,1,5.161417144827324,1.100525705748264,2.897428563219484,1.1233599954029114,1,8,9,3,2.8385828551726764,8.900525705748263,3.2208685448311303,17,13.366400045970888,3.3015771172447916,7.777165710345352
17,0,7.205795211994934,2,5.002897605997467,1.3913071820075993,3.6371539467445633,1.0971023940025333,2,8,8,3,2.997102394002533,8.597102394002533,4.1724727430240645,16,17.194204788005067,5.560399384701285,7.5
13,0,7.8,1,5.000071257072765,1.7996912193513501,3.5697030955301443,1.4998337334968808,1,8,9,3,2.9999287429272345,9.59969121935135,5.399038029517667,17,9.601662665031192,5.399073658054051,8.09985748585447
14,0,5.80077685585715,0,4.885472909576722,1.1370945819153446,3.654033792659259,1.484696053719572,0,9,7,9,3.1145270904232776,6.937871437772496,3.5112973378708974,17,0.0,10.165371906904749,5.4531753840529245
